           sample     id                                                                      file    MSA        disp   pointing  ext  redshift  alias                                                                                                  file_path
1327  CEERs_DR0.7   1746        hlsp_ceers_jwst_nirspec_nirspec5-001746_g395m_v0.7_x1d-masked.fits   1746       g395m   nirspec5  x1d  4.560551    NaN              CEERs_DR0.7/nirspec5/g395m/hlsp_ceers_jwst_nirspec_nirspec5-001746_g395m_v0.7_x1d-masked.fits
1328  CEERs_DR0.7   1756              hlsp_ceers_jwst_nirspec_nirspec12-001756_prism_v0.7_s2d.fits   1756       prism  nirspec12  s2d  5.451818    NaN                   CEERs_DR0.7/nirspec12/prism/hlsp_ceers_jwst_nirspec_nirspec12-001756_prism_v0.7_s2d.fits
1329  CEERs_DR0.7   1756       hlsp_ceers_jwst_nirspec_nirspec12-001756_prism_v0.7_x1d-masked.fits   1756       prism  nirspec12  x1d  5.451818    NaN            CEERs_DR0.7/nirspec12/prism/hlsp_ceers_jwst_nirspec_nirspec12-001756_prism_v0.7_x1d-masked.fits
1330  CEERs_DR0.7   1767          hlsp_ceers_jwst_nirspec_nirspec7-001767_comb-mgrat_v0.7_s2d.fits   1767  comb-mgrat   nirspec7  s2d  4.542933    NaN           CEERs_DR0.7/nirspec7/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec7-001767_comb-mgrat_v0.7_s2d.fits
1331  CEERs_DR0.7   1767   hlsp_ceers_jwst_nirspec_nirspec7-001767_comb-mgrat_v0.7_x1d-masked.fits   1767  comb-mgrat   nirspec7  x1d  4.542933    NaN    CEERs_DR0.7/nirspec7/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec7-001767_comb-mgrat_v0.7_x1d-masked.fits
1332  CEERs_DR0.7   1767               hlsp_ceers_jwst_nirspec_nirspec7-001767_g140m_v0.7_s2d.fits   1767       g140m   nirspec7  s2d  4.542933    NaN                     CEERs_DR0.7/nirspec7/g140m/hlsp_ceers_jwst_nirspec_nirspec7-001767_g140m_v0.7_s2d.fits
1333  CEERs_DR0.7   1767        hlsp_ceers_jwst_nirspec_nirspec7-001767_g140m_v0.7_x1d-masked.fits   1767       g140m   nirspec7  x1d  4.542933    NaN              CEERs_DR0.7/nirspec7/g140m/hlsp_ceers_jwst_nirspec_nirspec7-001767_g140m_v0.7_x1d-masked.fits
1334  CEERs_DR0.7   1767               hlsp_ceers_jwst_nirspec_nirspec7-001767_g235m_v0.7_s2d.fits   1767       g235m   nirspec7  s2d  4.542933    NaN                     CEERs_DR0.7/nirspec7/g235m/hlsp_ceers_jwst_nirspec_nirspec7-001767_g235m_v0.7_s2d.fits
1335  CEERs_DR0.7   1767        hlsp_ceers_jwst_nirspec_nirspec7-001767_g235m_v0.7_x1d-masked.fits   1767       g235m   nirspec7  x1d  4.542933    NaN              CEERs_DR0.7/nirspec7/g235m/hlsp_ceers_jwst_nirspec_nirspec7-001767_g235m_v0.7_x1d-masked.fits
1336  CEERs_DR0.7   1767               hlsp_ceers_jwst_nirspec_nirspec7-001767_g395m_v0.7_s2d.fits   1767       g395m   nirspec7  s2d  4.542933    NaN                     CEERs_DR0.7/nirspec7/g395m/hlsp_ceers_jwst_nirspec_nirspec7-001767_g395m_v0.7_s2d.fits
1337  CEERs_DR0.7   1767        hlsp_ceers_jwst_nirspec_nirspec7-001767_g395m_v0.7_x1d-masked.fits   1767       g395m   nirspec7  x1d  4.542933    NaN              CEERs_DR0.7/nirspec7/g395m/hlsp_ceers_jwst_nirspec_nirspec7-001767_g395m_v0.7_x1d-masked.fits
1338  CEERs_DR0.7   1767               hlsp_ceers_jwst_nirspec_nirspec7-001767_prism_v0.7_s2d.fits   1767       prism   nirspec7  s2d  4.542933    NaN                     CEERs_DR0.7/nirspec7/prism/hlsp_ceers_jwst_nirspec_nirspec7-001767_prism_v0.7_s2d.fits
1339  CEERs_DR0.7   1767        hlsp_ceers_jwst_nirspec_nirspec7-001767_prism_v0.7_x1d-masked.fits   1767       prism   nirspec7  x1d  4.542933    NaN              CEERs_DR0.7/nirspec7/prism/hlsp_ceers_jwst_nirspec_nirspec7-001767_prism_v0.7_x1d-masked.fits
1340  CEERs_DR0.7   1791               hlsp_ceers_jwst_nirspec_nirspec7-001791_prism_v0.7_s2d.fits   1791       prism   nirspec7  s2d       NaN    NaN                     CEERs_DR0.7/nirspec7/prism/hlsp_ceers_jwst_nirspec_nirspec7-001791_prism_v0.7_s2d.fits
1341  CEERs_DR0.7   1791        hlsp_ceers_jwst_nirspec_nirspec7-001791_prism_v0.7_x1d-masked.fits   1791       prism   nirspec7  x1d       NaN    NaN              CEERs_DR0.7/nirspec7/prism/hlsp_ceers_jwst_nirspec_nirspec7-001791_prism_v0.7_x1d-masked.fits
1342  CEERs_DR0.7   1809               hlsp_ceers_jwst_nirspec_nirspec7-001809_prism_v0.7_s2d.fits   1809       prism   nirspec7  s2d       NaN    NaN                     CEERs_DR0.7/nirspec7/prism/hlsp_ceers_jwst_nirspec_nirspec7-001809_prism_v0.7_s2d.fits
1343  CEERs_DR0.7   1809        hlsp_ceers_jwst_nirspec_nirspec7-001809_prism_v0.7_x1d-masked.fits   1809       prism   nirspec7  x1d       NaN    NaN              CEERs_DR0.7/nirspec7/prism/hlsp_ceers_jwst_nirspec_nirspec7-001809_prism_v0.7_x1d-masked.fits
1344  CEERs_DR0.7   1836          hlsp_ceers_jwst_nirspec_nirspec8-001836_comb-mgrat_v0.7_s2d.fits   1836  comb-mgrat   nirspec8  s2d  4.469761    NaN           CEERs_DR0.7/nirspec8/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec8-001836_comb-mgrat_v0.7_s2d.fits
1345  CEERs_DR0.7   1836   hlsp_ceers_jwst_nirspec_nirspec8-001836_comb-mgrat_v0.7_x1d-masked.fits   1836  comb-mgrat   nirspec8  x1d  4.469761    NaN    CEERs_DR0.7/nirspec8/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec8-001836_comb-mgrat_v0.7_x1d-masked.fits
1346  CEERs_DR0.7   1836               hlsp_ceers_jwst_nirspec_nirspec8-001836_g140m_v0.7_s2d.fits   1836       g140m   nirspec8  s2d  4.469761    NaN                     CEERs_DR0.7/nirspec8/g140m/hlsp_ceers_jwst_nirspec_nirspec8-001836_g140m_v0.7_s2d.fits
1347  CEERs_DR0.7   1836        hlsp_ceers_jwst_nirspec_nirspec8-001836_g140m_v0.7_x1d-masked.fits   1836       g140m   nirspec8  x1d  4.469761    NaN              CEERs_DR0.7/nirspec8/g140m/hlsp_ceers_jwst_nirspec_nirspec8-001836_g140m_v0.7_x1d-masked.fits
1348  CEERs_DR0.7   1836               hlsp_ceers_jwst_nirspec_nirspec8-001836_g235m_v0.7_s2d.fits   1836       g235m   nirspec8  s2d  4.469761    NaN                     CEERs_DR0.7/nirspec8/g235m/hlsp_ceers_jwst_nirspec_nirspec8-001836_g235m_v0.7_s2d.fits
1349  CEERs_DR0.7   1836        hlsp_ceers_jwst_nirspec_nirspec8-001836_g235m_v0.7_x1d-masked.fits   1836       g235m   nirspec8  x1d  4.469761    NaN              CEERs_DR0.7/nirspec8/g235m/hlsp_ceers_jwst_nirspec_nirspec8-001836_g235m_v0.7_x1d-masked.fits
1350  CEERs_DR0.7   1836               hlsp_ceers_jwst_nirspec_nirspec8-001836_g395m_v0.7_s2d.fits   1836       g395m   nirspec8  s2d  4.469761    NaN                     CEERs_DR0.7/nirspec8/g395m/hlsp_ceers_jwst_nirspec_nirspec8-001836_g395m_v0.7_s2d.fits
1351  CEERs_DR0.7   1836        hlsp_ceers_jwst_nirspec_nirspec8-001836_g395m_v0.7_x1d-masked.fits   1836       g395m   nirspec8  x1d  4.469761    NaN              CEERs_DR0.7/nirspec8/g395m/hlsp_ceers_jwst_nirspec_nirspec8-001836_g395m_v0.7_x1d-masked.fits
1352  CEERs_DR0.7   1836               hlsp_ceers_jwst_nirspec_nirspec8-001836_prism_v0.7_s2d.fits   1836       prism   nirspec8  s2d  4.469761    NaN                     CEERs_DR0.7/nirspec8/prism/hlsp_ceers_jwst_nirspec_nirspec8-001836_prism_v0.7_s2d.fits
1353  CEERs_DR0.7   1836        hlsp_ceers_jwst_nirspec_nirspec8-001836_prism_v0.7_x1d-masked.fits   1836       prism   nirspec8  x1d  4.469761    NaN              CEERs_DR0.7/nirspec8/prism/hlsp_ceers_jwst_nirspec_nirspec8-001836_prism_v0.7_x1d-masked.fits
1354  CEERs_DR0.7   1912               hlsp_ceers_jwst_nirspec_nirspec5-001912_prism_v0.7_s2d.fits   1912       prism   nirspec5  s2d  5.088628    NaN                     CEERs_DR0.7/nirspec5/prism/hlsp_ceers_jwst_nirspec_nirspec5-001912_prism_v0.7_s2d.fits
1355  CEERs_DR0.7   1912        hlsp_ceers_jwst_nirspec_nirspec5-001912_prism_v0.7_x1d-masked.fits   1912       prism   nirspec5  x1d  5.088628    NaN              CEERs_DR0.7/nirspec5/prism/hlsp_ceers_jwst_nirspec_nirspec5-001912_prism_v0.7_x1d-masked.fits
1356  CEERs_DR0.7   1953               hlsp_ceers_jwst_nirspec_nirspec5-001953_prism_v0.7_s2d.fits   1953       prism   nirspec5  s2d  4.615411    NaN                     CEERs_DR0.7/nirspec5/prism/hlsp_ceers_jwst_nirspec_nirspec5-001953_prism_v0.7_s2d.fits
1357  CEERs_DR0.7   1953        hlsp_ceers_jwst_nirspec_nirspec5-001953_prism_v0.7_x1d-masked.fits   1953       prism   nirspec5  x1d  4.615411    NaN              CEERs_DR0.7/nirspec5/prism/hlsp_ceers_jwst_nirspec_nirspec5-001953_prism_v0.7_x1d-masked.fits
1358  CEERs_DR0.7   1981          hlsp_ceers_jwst_nirspec_nirspec4-001981_comb-mgrat_v0.7_s2d.fits   1981  comb-mgrat   nirspec4  s2d  4.809057    NaN           CEERs_DR0.7/nirspec4/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec4-001981_comb-mgrat_v0.7_s2d.fits
1359  CEERs_DR0.7   1981   hlsp_ceers_jwst_nirspec_nirspec4-001981_comb-mgrat_v0.7_x1d-masked.fits   1981  comb-mgrat   nirspec4  x1d  4.809057    NaN    CEERs_DR0.7/nirspec4/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec4-001981_comb-mgrat_v0.7_x1d-masked.fits
1360  CEERs_DR0.7   1981               hlsp_ceers_jwst_nirspec_nirspec4-001981_g140m_v0.7_s2d.fits   1981       g140m   nirspec4  s2d  4.809057    NaN                     CEERs_DR0.7/nirspec4/g140m/hlsp_ceers_jwst_nirspec_nirspec4-001981_g140m_v0.7_s2d.fits
1361  CEERs_DR0.7   1981        hlsp_ceers_jwst_nirspec_nirspec4-001981_g140m_v0.7_x1d-masked.fits   1981       g140m   nirspec4  x1d  4.809057    NaN              CEERs_DR0.7/nirspec4/g140m/hlsp_ceers_jwst_nirspec_nirspec4-001981_g140m_v0.7_x1d-masked.fits
1362  CEERs_DR0.7   1981               hlsp_ceers_jwst_nirspec_nirspec4-001981_g235m_v0.7_s2d.fits   1981       g235m   nirspec4  s2d  4.809057    NaN                     CEERs_DR0.7/nirspec4/g235m/hlsp_ceers_jwst_nirspec_nirspec4-001981_g235m_v0.7_s2d.fits
1363  CEERs_DR0.7   1981        hlsp_ceers_jwst_nirspec_nirspec4-001981_g235m_v0.7_x1d-masked.fits   1981       g235m   nirspec4  x1d  4.809057    NaN              CEERs_DR0.7/nirspec4/g235m/hlsp_ceers_jwst_nirspec_nirspec4-001981_g235m_v0.7_x1d-masked.fits
1364  CEERs_DR0.7   1981               hlsp_ceers_jwst_nirspec_nirspec4-001981_g395m_v0.7_s2d.fits   1981       g395m   nirspec4  s2d  4.809057    NaN                     CEERs_DR0.7/nirspec4/g395m/hlsp_ceers_jwst_nirspec_nirspec4-001981_g395m_v0.7_s2d.fits
1365  CEERs_DR0.7   1981        hlsp_ceers_jwst_nirspec_nirspec4-001981_g395m_v0.7_x1d-masked.fits   1981       g395m   nirspec4  x1d  4.809057    NaN              CEERs_DR0.7/nirspec4/g395m/hlsp_ceers_jwst_nirspec_nirspec4-001981_g395m_v0.7_x1d-masked.fits
1366  CEERs_DR0.7   1981               hlsp_ceers_jwst_nirspec_nirspec4-001981_prism_v0.7_s2d.fits   1981       prism   nirspec4  s2d  4.809057    NaN                     CEERs_DR0.7/nirspec4/prism/hlsp_ceers_jwst_nirspec_nirspec4-001981_prism_v0.7_s2d.fits
1367  CEERs_DR0.7   1981        hlsp_ceers_jwst_nirspec_nirspec4-001981_prism_v0.7_x1d-masked.fits   1981       prism   nirspec4  x1d  4.809057    NaN              CEERs_DR0.7/nirspec4/prism/hlsp_ceers_jwst_nirspec_nirspec4-001981_prism_v0.7_x1d-masked.fits
1368  CEERs_DR0.7   2000               hlsp_ceers_jwst_nirspec_nirspec4-002000_prism_v0.7_s2d.fits   2000       prism   nirspec4  s2d  4.803589    NaN                     CEERs_DR0.7/nirspec4/prism/hlsp_ceers_jwst_nirspec_nirspec4-002000_prism_v0.7_s2d.fits
1369  CEERs_DR0.7   2000        hlsp_ceers_jwst_nirspec_nirspec4-002000_prism_v0.7_x1d-masked.fits   2000       prism   nirspec4  x1d  4.803589    NaN              CEERs_DR0.7/nirspec4/prism/hlsp_ceers_jwst_nirspec_nirspec4-002000_prism_v0.7_x1d-masked.fits
1370  CEERs_DR0.7   2036               hlsp_ceers_jwst_nirspec_nirspec5-002036_prism_v0.7_s2d.fits   2036       prism   nirspec5  s2d  4.665128    NaN                     CEERs_DR0.7/nirspec5/prism/hlsp_ceers_jwst_nirspec_nirspec5-002036_prism_v0.7_s2d.fits
1371  CEERs_DR0.7   2036        hlsp_ceers_jwst_nirspec_nirspec5-002036_prism_v0.7_x1d-masked.fits   2036       prism   nirspec5  x1d  4.665128    NaN              CEERs_DR0.7/nirspec5/prism/hlsp_ceers_jwst_nirspec_nirspec5-002036_prism_v0.7_x1d-masked.fits
1372  CEERs_DR0.7   2089          hlsp_ceers_jwst_nirspec_nirspec5-002089_comb-mgrat_v0.7_s2d.fits   2089  comb-mgrat   nirspec5  s2d  4.644185    NaN           CEERs_DR0.7/nirspec5/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec5-002089_comb-mgrat_v0.7_s2d.fits
1373  CEERs_DR0.7   2089   hlsp_ceers_jwst_nirspec_nirspec5-002089_comb-mgrat_v0.7_x1d-masked.fits   2089  comb-mgrat   nirspec5  x1d  4.644185    NaN    CEERs_DR0.7/nirspec5/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec5-002089_comb-mgrat_v0.7_x1d-masked.fits
1374  CEERs_DR0.7   2089               hlsp_ceers_jwst_nirspec_nirspec5-002089_g140m_v0.7_s2d.fits   2089       g140m   nirspec5  s2d  4.644185    NaN                     CEERs_DR0.7/nirspec5/g140m/hlsp_ceers_jwst_nirspec_nirspec5-002089_g140m_v0.7_s2d.fits
1375  CEERs_DR0.7   2089        hlsp_ceers_jwst_nirspec_nirspec5-002089_g140m_v0.7_x1d-masked.fits   2089       g140m   nirspec5  x1d  4.644185    NaN              CEERs_DR0.7/nirspec5/g140m/hlsp_ceers_jwst_nirspec_nirspec5-002089_g140m_v0.7_x1d-masked.fits
1376  CEERs_DR0.7   2089               hlsp_ceers_jwst_nirspec_nirspec5-002089_g235m_v0.7_s2d.fits   2089       g235m   nirspec5  s2d  4.644185    NaN                     CEERs_DR0.7/nirspec5/g235m/hlsp_ceers_jwst_nirspec_nirspec5-002089_g235m_v0.7_s2d.fits
1377  CEERs_DR0.7   2089        hlsp_ceers_jwst_nirspec_nirspec5-002089_g235m_v0.7_x1d-masked.fits   2089       g235m   nirspec5  x1d  4.644185    NaN              CEERs_DR0.7/nirspec5/g235m/hlsp_ceers_jwst_nirspec_nirspec5-002089_g235m_v0.7_x1d-masked.fits
1378  CEERs_DR0.7   2089               hlsp_ceers_jwst_nirspec_nirspec5-002089_g395m_v0.7_s2d.fits   2089       g395m   nirspec5  s2d  4.644185    NaN                     CEERs_DR0.7/nirspec5/g395m/hlsp_ceers_jwst_nirspec_nirspec5-002089_g395m_v0.7_s2d.fits
1379  CEERs_DR0.7   2089        hlsp_ceers_jwst_nirspec_nirspec5-002089_g395m_v0.7_x1d-masked.fits   2089       g395m   nirspec5  x1d  4.644185    NaN              CEERs_DR0.7/nirspec5/g395m/hlsp_ceers_jwst_nirspec_nirspec5-002089_g395m_v0.7_x1d-masked.fits
1380  CEERs_DR0.7   2089               hlsp_ceers_jwst_nirspec_nirspec5-002089_prism_v0.7_s2d.fits   2089       prism   nirspec5  s2d  4.644185    NaN                     CEERs_DR0.7/nirspec5/prism/hlsp_ceers_jwst_nirspec_nirspec5-002089_prism_v0.7_s2d.fits
1381  CEERs_DR0.7   2089        hlsp_ceers_jwst_nirspec_nirspec5-002089_prism_v0.7_x1d-masked.fits   2089       prism   nirspec5  x1d  4.644185    NaN              CEERs_DR0.7/nirspec5/prism/hlsp_ceers_jwst_nirspec_nirspec5-002089_prism_v0.7_x1d-masked.fits
1382  CEERs_DR0.7   2116               hlsp_ceers_jwst_nirspec_nirspec4-002116_prism_v0.7_s2d.fits   2116       prism   nirspec4  s2d  5.280879    NaN                     CEERs_DR0.7/nirspec4/prism/hlsp_ceers_jwst_nirspec_nirspec4-002116_prism_v0.7_s2d.fits
1383  CEERs_DR0.7   2116        hlsp_ceers_jwst_nirspec_nirspec4-002116_prism_v0.7_x1d-masked.fits   2116       prism   nirspec4  x1d  5.280879    NaN              CEERs_DR0.7/nirspec4/prism/hlsp_ceers_jwst_nirspec_nirspec4-002116_prism_v0.7_x1d-masked.fits
1384  CEERs_DR0.7   2123               hlsp_ceers_jwst_nirspec_nirspec4-002123_prism_v0.7_s2d.fits   2123       prism   nirspec4  s2d  5.269195    NaN                     CEERs_DR0.7/nirspec4/prism/hlsp_ceers_jwst_nirspec_nirspec4-002123_prism_v0.7_s2d.fits
1385  CEERs_DR0.7   2123        hlsp_ceers_jwst_nirspec_nirspec4-002123_prism_v0.7_x1d-masked.fits   2123       prism   nirspec4  x1d  5.269195    NaN              CEERs_DR0.7/nirspec4/prism/hlsp_ceers_jwst_nirspec_nirspec4-002123_prism_v0.7_x1d-masked.fits
1386  CEERs_DR0.7   2140              hlsp_ceers_jwst_nirspec_nirspec12-002140_prism_v0.7_s2d.fits   2140       prism  nirspec12  s2d  4.898319    NaN                   CEERs_DR0.7/nirspec12/prism/hlsp_ceers_jwst_nirspec_nirspec12-002140_prism_v0.7_s2d.fits
1387  CEERs_DR0.7   2140       hlsp_ceers_jwst_nirspec_nirspec12-002140_prism_v0.7_x1d-masked.fits   2140       prism  nirspec12  x1d  4.898319    NaN            CEERs_DR0.7/nirspec12/prism/hlsp_ceers_jwst_nirspec_nirspec12-002140_prism_v0.7_x1d-masked.fits
1388  CEERs_DR0.7   2158               hlsp_ceers_jwst_nirspec_nirspec4-002158_prism_v0.7_s2d.fits   2158       prism   nirspec4  s2d       NaN    NaN                     CEERs_DR0.7/nirspec4/prism/hlsp_ceers_jwst_nirspec_nirspec4-002158_prism_v0.7_s2d.fits
1389  CEERs_DR0.7   2158        hlsp_ceers_jwst_nirspec_nirspec4-002158_prism_v0.7_x1d-masked.fits   2158       prism   nirspec4  x1d       NaN    NaN              CEERs_DR0.7/nirspec4/prism/hlsp_ceers_jwst_nirspec_nirspec4-002158_prism_v0.7_x1d-masked.fits
1390  CEERs_DR0.7   2165          hlsp_ceers_jwst_nirspec_nirspec7-002165_comb-mgrat_v0.7_s2d.fits   2165  comb-mgrat   nirspec7  s2d       NaN    NaN           CEERs_DR0.7/nirspec7/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec7-002165_comb-mgrat_v0.7_s2d.fits
1391  CEERs_DR0.7   2165   hlsp_ceers_jwst_nirspec_nirspec7-002165_comb-mgrat_v0.7_x1d-masked.fits   2165  comb-mgrat   nirspec7  x1d       NaN    NaN    CEERs_DR0.7/nirspec7/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec7-002165_comb-mgrat_v0.7_x1d-masked.fits
1392  CEERs_DR0.7   2165               hlsp_ceers_jwst_nirspec_nirspec7-002165_g140m_v0.7_s2d.fits   2165       g140m   nirspec7  s2d       NaN    NaN                     CEERs_DR0.7/nirspec7/g140m/hlsp_ceers_jwst_nirspec_nirspec7-002165_g140m_v0.7_s2d.fits
1393  CEERs_DR0.7   2165        hlsp_ceers_jwst_nirspec_nirspec7-002165_g140m_v0.7_x1d-masked.fits   2165       g140m   nirspec7  x1d       NaN    NaN              CEERs_DR0.7/nirspec7/g140m/hlsp_ceers_jwst_nirspec_nirspec7-002165_g140m_v0.7_x1d-masked.fits
1394  CEERs_DR0.7   2165               hlsp_ceers_jwst_nirspec_nirspec7-002165_g235m_v0.7_s2d.fits   2165       g235m   nirspec7  s2d       NaN    NaN                     CEERs_DR0.7/nirspec7/g235m/hlsp_ceers_jwst_nirspec_nirspec7-002165_g235m_v0.7_s2d.fits
1395  CEERs_DR0.7   2165        hlsp_ceers_jwst_nirspec_nirspec7-002165_g235m_v0.7_x1d-masked.fits   2165       g235m   nirspec7  x1d       NaN    NaN              CEERs_DR0.7/nirspec7/g235m/hlsp_ceers_jwst_nirspec_nirspec7-002165_g235m_v0.7_x1d-masked.fits
1396  CEERs_DR0.7   2165               hlsp_ceers_jwst_nirspec_nirspec7-002165_g395m_v0.7_s2d.fits   2165       g395m   nirspec7  s2d       NaN    NaN                     CEERs_DR0.7/nirspec7/g395m/hlsp_ceers_jwst_nirspec_nirspec7-002165_g395m_v0.7_s2d.fits
1397  CEERs_DR0.7   2165        hlsp_ceers_jwst_nirspec_nirspec7-002165_g395m_v0.7_x1d-masked.fits   2165       g395m   nirspec7  x1d       NaN    NaN              CEERs_DR0.7/nirspec7/g395m/hlsp_ceers_jwst_nirspec_nirspec7-002165_g395m_v0.7_x1d-masked.fits
1398  CEERs_DR0.7   2165               hlsp_ceers_jwst_nirspec_nirspec7-002165_prism_v0.7_s2d.fits   2165       prism   nirspec7  s2d       NaN    NaN                     CEERs_DR0.7/nirspec7/prism/hlsp_ceers_jwst_nirspec_nirspec7-002165_prism_v0.7_s2d.fits
1399  CEERs_DR0.7   2165        hlsp_ceers_jwst_nirspec_nirspec7-002165_prism_v0.7_x1d-masked.fits   2165       prism   nirspec7  x1d       NaN    NaN              CEERs_DR0.7/nirspec7/prism/hlsp_ceers_jwst_nirspec_nirspec7-002165_prism_v0.7_x1d-masked.fits
1400  CEERs_DR0.7   2168          hlsp_ceers_jwst_nirspec_nirspec7-002168_comb-mgrat_v0.7_s2d.fits   2168  comb-mgrat   nirspec7  s2d  5.646633    NaN           CEERs_DR0.7/nirspec7/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec7-002168_comb-mgrat_v0.7_s2d.fits
1401  CEERs_DR0.7   2168   hlsp_ceers_jwst_nirspec_nirspec7-002168_comb-mgrat_v0.7_x1d-masked.fits   2168  comb-mgrat   nirspec7  x1d  5.646633    NaN    CEERs_DR0.7/nirspec7/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec7-002168_comb-mgrat_v0.7_x1d-masked.fits
1402  CEERs_DR0.7   2168               hlsp_ceers_jwst_nirspec_nirspec7-002168_g140m_v0.7_s2d.fits   2168       g140m   nirspec7  s2d  5.646633    NaN                     CEERs_DR0.7/nirspec7/g140m/hlsp_ceers_jwst_nirspec_nirspec7-002168_g140m_v0.7_s2d.fits
1403  CEERs_DR0.7   2168        hlsp_ceers_jwst_nirspec_nirspec7-002168_g140m_v0.7_x1d-masked.fits   2168       g140m   nirspec7  x1d  5.646633    NaN              CEERs_DR0.7/nirspec7/g140m/hlsp_ceers_jwst_nirspec_nirspec7-002168_g140m_v0.7_x1d-masked.fits
1404  CEERs_DR0.7   2168               hlsp_ceers_jwst_nirspec_nirspec7-002168_g235m_v0.7_s2d.fits   2168       g235m   nirspec7  s2d  5.646633    NaN                     CEERs_DR0.7/nirspec7/g235m/hlsp_ceers_jwst_nirspec_nirspec7-002168_g235m_v0.7_s2d.fits
1405  CEERs_DR0.7   2168        hlsp_ceers_jwst_nirspec_nirspec7-002168_g235m_v0.7_x1d-masked.fits   2168       g235m   nirspec7  x1d  5.646633    NaN              CEERs_DR0.7/nirspec7/g235m/hlsp_ceers_jwst_nirspec_nirspec7-002168_g235m_v0.7_x1d-masked.fits
1406  CEERs_DR0.7   2168               hlsp_ceers_jwst_nirspec_nirspec7-002168_g395m_v0.7_s2d.fits   2168       g395m   nirspec7  s2d  5.646633    NaN                     CEERs_DR0.7/nirspec7/g395m/hlsp_ceers_jwst_nirspec_nirspec7-002168_g395m_v0.7_s2d.fits
1407  CEERs_DR0.7   2168        hlsp_ceers_jwst_nirspec_nirspec7-002168_g395m_v0.7_x1d-masked.fits   2168       g395m   nirspec7  x1d  5.646633    NaN              CEERs_DR0.7/nirspec7/g395m/hlsp_ceers_jwst_nirspec_nirspec7-002168_g395m_v0.7_x1d-masked.fits
1408  CEERs_DR0.7   2168               hlsp_ceers_jwst_nirspec_nirspec7-002168_prism_v0.7_s2d.fits   2168       prism   nirspec7  s2d  5.646633    NaN                     CEERs_DR0.7/nirspec7/prism/hlsp_ceers_jwst_nirspec_nirspec7-002168_prism_v0.7_s2d.fits
1409  CEERs_DR0.7   2168        hlsp_ceers_jwst_nirspec_nirspec7-002168_prism_v0.7_x1d-masked.fits   2168       prism   nirspec7  x1d  5.646633    NaN              CEERs_DR0.7/nirspec7/prism/hlsp_ceers_jwst_nirspec_nirspec7-002168_prism_v0.7_x1d-masked.fits
1410  CEERs_DR0.7   2169          hlsp_ceers_jwst_nirspec_nirspec7-002169_comb-mgrat_v0.7_s2d.fits   2169  comb-mgrat   nirspec7  s2d       NaN    NaN           CEERs_DR0.7/nirspec7/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec7-002169_comb-mgrat_v0.7_s2d.fits
1411  CEERs_DR0.7   2169   hlsp_ceers_jwst_nirspec_nirspec7-002169_comb-mgrat_v0.7_x1d-masked.fits   2169  comb-mgrat   nirspec7  x1d       NaN    NaN    CEERs_DR0.7/nirspec7/comb-mgrat/hlsp_ceers_jwst_nirspec_nirspec7-002169_comb-mgrat_v0.7_x1d-masked.fits
1412  CEERs_DR0.7   2169               hlsp_ceers_jwst_nirspec_nirspec7-002169_g140m_v0.7_s2d.fits   2169       g140m   nirspec7  s2d       NaN    NaN                     CEERs_DR0.7/nirspec7/g140m/hlsp_ceers_jwst_nirspec_nirspec7-002169_g140m_v0.7_s2d.fits
1413  CEERs_DR0.7   2169        hlsp_ceers_jwst_nirspec_nirspec7-002169_g140m_v0.7_x1d-masked.fits   2169       g140m   nirspec7  x1d       NaN    NaN              CEERs_DR0.7/nirspec7/g140m/hlsp_ceers_jwst_nirspec_nirspec7-002169_g140m_v0.7_x1d-masked.fits
1414  CEERs_DR0.7   2169               hlsp_ceers_jwst_nirspec_nirspec7-002169_g235m_v0.7_s2d.fits   2169       g235m   nirspec7  s2d       NaN    NaN                     CEERs_DR0.7/nirspec7/g235m/hlsp_ceers_jwst_nirspec_nirspec7-002169_g235m_v0.7_s2d.fits
1415  CEERs_DR0.7   2169        hlsp_ceers_jwst_nirspec_nirspec7-002169_g235m_v0.7_x1d-masked.fits   2169       g235m   nirspec7  x1d       NaN    NaN              CEERs_DR0.7/nirspec7/g235m/hlsp_ceers_jwst_nirspec_nirspec7-002169_g235m_v0.7_x1d-masked.fits
1416  CEERs_DR0.7   2169               hlsp_ceers_jwst_nirspec_nirspec7-002169_g395m_v0.7_s2d.fits   2169       g395m   nirspec7  s2d       NaN    NaN                     CEERs_DR0.7/nirspec7/g395m/hlsp_ceers_jwst_nirspec_nirspec7-002169_g395m_v0.7_s2d.fits
